year,sex,name,n,prop
1918,M,Carmi,5,4.77e-6
1918,M,Kiichi,5,4.77e-6
1918,M,Masaaki,5,4.77e-6
1918,M,Masanori,5,4.77e-6
1918,M,Mitsugi,5,4.77e-6
1918,M,Mitsuyoshi,5,4.77e-6
1918,M,Nephi,5,4.77e-6
1918,M,Rauni,5,4.77e-6
1918,M,Santi,5,4.77e-6
1918,M,Seikichi,5,4.77e-6
1918,M,Takeichi,5,4.77e-6
1918,M,Toshiyuki,5,4.77e-6
1919,F,Naomi,1632,0.00138935
1919,F,Toni,38,3.235e-5
1919,F,Missouri,37,3.15e-5
1919,F,Mimi,31,2.639e-5
1919,F,Mitzi,28,2.384e-5
1919,F,Vashti,27,2.299e-5
1919,F,Helmi,21,1.788e-5
1919,F,Vicki,19,1.618e-5
1919,F,Aili,17,1.447e-5
1919,F,Mari,17,1.447e-5
1919,F,Taimi,17,1.447e-5
1919,F,Helvi,16,1.362e-5
1919,F,Henri,15,1.277e-5
1919,F,Lempi,13,1.107e-5
1919,F,Sari,13,1.107e-5
1919,F,Mai,11,9.36e-6
1919,F,Elvi,10,8.51e-6
1919,F,Midori,10,8.51e-6
1919,F,Neomi,10,8.51e-6
1919,F,Noami,10,8.51e-6
1919,F,Trini,10,8.51e-6
1919,F,Kimi,9,7.66e-6
1919,F,Toini,9,7.66e-6
1919,F,Tomi,9,7.66e-6
1919,F,Fumi,8,6.81e-6
1919,F,Cumi,7,5.96e-6
1919,F,Harumi,7,5.96e-6
1919,F,Miyuki,7,5.96e-6
1919,F,Noemi,7,5.96e-6
1919,F,Yoshi,7,5.96e-6
1919,F,Leilani,6,5.11e-6
1919,F,Meri,6,5.11e-6
1919,F,Michi,6,5.11e-6
1919,F,Patti,6,5.11e-6
1919,F,Satsuki,6,5.11e-6
1919,F,Sumi,6,5.11e-6
1919,F,Betti,5,4.26e-6
1919,F,Emi,5,4.26e-6
1919,F,Hatsumi,5,4.26e-6
1919,F,Ilmi,5,4.26e-6
1919,F,Jeri,5,4.26e-6
1919,F,Toshi,5,4.26e-6
1919,F,Yoshimi,5,4.26e-6
1919,F,Yuri,5,4.26e-6
1919,M,Levi,285,2.8069e-4
1919,M,Eli,241,2.3736e-4
1919,M,Kiyoshi,53,5.22e-5
1919,M,Hiroshi,44,4.334e-5
1919,M,Henri,28,2.758e-5
1919,M,Takeshi,28,2.758e-5
1919,M,Luigi,26,2.561e-5
1919,M,Giovanni,23,2.265e-5
1919,M,Kenji,23,2.265e-5
1919,M,Malachi,23,2.265e-5
1919,M,Takashi,23,2.265e-5
1919,M,Tadashi,22,2.167e-5
1919,M,Masaichi,18,1.773e-5
1919,M,Katsumi,16,1.576e-5
1919,M,Seichi,14,1.379e-5
1919,M,Shoichi,14,1.379e-5
1919,M,Masayuki,13,1.28e-5
1919,M,Satoshi,13,1.28e-5
1919,M,Koichi,12,1.182e-5
1919,M,Nephi,12,1.182e-5
1919,M,Masami,11,1.083e-5
1919,M,Hitoshi,10,9.85e-6
1919,M,Isami,10,9.85e-6
1919,M,Kenichi,10,9.85e-6
1919,M,Masayoshi,10,9.85e-6
1919,M,Toshiyuki,9,8.86e-6
1919,M,Hisashi,8,7.88e-6
1919,M,Katsuji,8,7.88e-6
1919,M,Masaji,8,7.88e-6
1919,M,Seiichi,8,7.88e-6
1919,M,Shigeki,8,7.88e-6
1919,M,Antoni,7,6.89e-6
1919,M,Kiichi,7,6.89e-6
1919,M,Kazumi,6,5.91e-6
1919,M,Masatoshi,6,5.91e-6
1919,M,Mitsugi,6,5.91e-6
1919,M,Willi,6,5.91e-6
1919,M,Dimitri,5,4.92e-6
1919,M,Masaaki,5,4.92e-6
1919,M,Masaki,5,4.92e-6
1919,M,Masanori,5,4.92e-6
1919,M,Masashi,5,4.92e-6
1919,M,Matsuichi,5,4.92e-6
1919,M,Naomi,5,4.92e-6
1919,M,Seiji,5,4.92e-6
1919,M,Shinichi,5,4.92e-6
1920,F,Naomi,1853,0.0014895
1920,F,Toni,43,3.456e-5
1920,F,Mimi,34,2.733e-5
1920,F,Missouri,30,2.411e-5
1920,F,Vashti,29,2.331e-5
1920,F,Mitzi,27,2.17e-5
1920,F,Aili,23,1.849e-5
1920,F,Mari,22,1.768e-5
1920,F,Patti,22,1.768e-5
1920,F,Vicki,21,1.688e-5
1920,F,Fumi,17,1.367e-5
1920,F,Helmi,17,1.367e-5
1920,F,Neomi,17,1.367e-5
1920,F,Mai,15,1.206e-5
1920,F,Betti,14,1.125e-5
1920,F,Helvi,14,1.125e-5
1920,F,Midori,14,1.125e-5
1920,F,Taimi,14,1.125e-5
1920,F,Harumi,11,8.84e-6
1920,F,Hatsumi,11,8.84e-6
1920,F,Lempi,11,8.84e-6
1920,F,Elvi,10,8.04e-6
1920,F,Henri,10,8.04e-6
1920,F,Noami,10,8.04e-6
1920,F,Toini,10,8.04e-6
1920,F,Yuri,10,8.04e-6
1920,F,Satsuki,9,7.23e-6
1920,F,Yuki,8,6.43e-6
1920,F,Eli,7,5.63e-6
1920,F,Kiki,7,5.63e-6
1920,F,Kimi,7,5.63e-6
1920,F,Meri,7,5.63e-6
1920,F,Merri,7,5.63e-6
1920,F,Teri,7,5.63e-6
1920,F,Trini,7,5.63e-6
1920,F,Geri,6,4.82e-6
1920,F,Jeri,6,4.82e-6
1920,F,Noemi,6,4.82e-6
1920,F,Emi,5,4.02e-6
1920,F,Fifi,5,4.02e-6
1920,F,Kiyomi,5,4.02e-6
1920,F,Lani,5,4.02e-6
1920,F,Lorelei,5,4.02e-6
1920,F,Michi,5,4.02e-6
1920,F,Sari,5,4.02e-6
1920,F,Valli,5,4.02e-6
1920,F,Vasiliki,5,4.02e-6
1920,M,Levi,255,2.3165e-4
1920,M,Eli,252,2.2892e-4
1920,M,Hiroshi,62,5.632e-5
1920,M,Kiyoshi,53,4.815e-5
1920,M,Luigi,36,3.27e-5
1920,M,Henri,32,2.907e-5
1920,M,Tadashi,31,2.816e-5
1920,M,Kenji,27,2.453e-5
1920,M,Takeshi,23,2.089e-5
1920,M,Malachi,21,1.908e-5
1920,M,Giovanni,20,1.817e-5
1920,M,Katsumi,19,1.726e-5
1920,M,Masayuki,19,1.726e-5
1920,M,Takashi,16,1.453e-5
1920,M,Kenichi,15,1.363e-5
1920,M,Lauri,15,1.363e-5
1920,M,Shinichi,14,1.272e-5
1920,M,Hitoshi,13,1.181e-5
1920,M,Seichi,13,1.181e-5
1920,M,Masami,12,1.09e-5
1920,M,Masayoshi,12,1.09e-5
1920,M,Hisashi,11,9.99e-6
1920,M,Mitsugi,10,9.08e-6
1920,M,Kazumi,9,8.18e-6
1920,M,Masashi,9,8.18e-6
1920,M,Nobuichi,9,8.18e-6
1920,M,Olavi,9,8.18e-6
1920,M,Satoshi,9,8.18e-6
1920,M,Yoshiaki,9,8.18e-6
1920,M,Yoshiyuki,9,8.18e-6
1920,M,Antoni,8,7.27e-6
1920,M,Eichi,8,7.27e-6
1920,M,Koichi,8,7.27e-6
1920,M,Seiichi,8,7.27e-6
1920,M,Isami,7,6.36e-6
1920,M,Masaichi,7,6.36e-6
1920,M,Shuichi,7,6.36e-6
1920,M,Tadayoshi,7,6.36e-6
1920,M,Kei,6,5.45e-6
1920,M,Masaki,6,5.45e-6
1920,M,Masanori,6,5.45e-6
1920,M,Remi,6,5.45e-6
1920,M,Seiji,6,5.45e-6
1920,M,Takumi,6,5.45e-6
1920,M,Yoichi,6,5.45e-6
1920,M,Adlai,5,4.54e-6
1920,M,Hiromi,5,4.54e-6
1920,M,Kanichi,5,4.54e-6
1920,M,Masaaki,5,4.54e-6
1920,M,Mordecai,5,4.54e-6
1920,M,Nephi,5,4.54e-6
1920,M,Shigeki,5,4.54e-6
1920,M,Shigeyuki,5,4.54e-6
1920,M,Shoichi,5,4.54e-6
1920,M,Tokuichi,5,4.54e-6
1921,F,Naomi,1976,0.0015441
1921,F,Toni,52,4.063e-5
1921,F,Missouri,38,2.969e-5
1921,F,Mimi,33,2.579e-5
1921,F,Mitzi,32,2.501e-5
1921,F,Vashti,27,2.11e-5
1921,F,Patti,26,2.032e-5
1921,F,Midori,21,1.641e-5
1921,F,Vicki,21,1.641e-5
1921,F,Mari,20,1.563e-5
1921,F,Helmi,19,1.485e-5
1921,F,Neomi,18,1.407e-5
1921,F,Fumi,17,1.328e-5
1921,F,Aili,16,1.25e-5
1921,F,Kimi,15,1.172e-5
1921,F,Mai,15,1.172e-5
1921,F,Toshi,13,1.016e-5
1921,F,Lempi,11,8.6e-6
1921,F,Michi,11,8.6e-6
1921,F,Henri,10,7.81e-6
1921,F,Lorelei,10,7.81e-6
1921,F,Noami,10,7.81e-6
1921,F,Elvi,9,7.03e-6
1921,F,Helvi,9,7.03e-6
1921,F,Cumi,8,6.25e-6
1921,F,Toini,8,6.25e-6
1921,F,Trini,8,6.25e-6
1921,F,Betti,7,5.47e-6
1921,F,Geri,7,5.47e-6
1921,F,Harumi,7,5.47e-6
1921,F,Hatsumi,7,5.47e-6
1921,F,Leilani,7,5.47e-6
1921,F,Sumi,7,5.47e-6
1921,F,Impi,6,4.69e-6
1921,F,Lili,6,4.69e-6
1921,F,Yuri,6,4.69e-6
1921,F,Eli,5,3.91e-6
1921,F,Fifi,5,3.91e-6
1921,F,Georgi,5,3.91e-6
1921,F,Satsuki,5,3.91e-6
1921,F,Taimi,5,3.91e-6
1921,F,Tomi,5,3.91e-6
1921,F,Yoshi,5,3.91e-6
1921,F,Yuki,5,3.91e-6
1921,M,Eli,291,2.5573e-4
1921,M,Levi,270,2.3727e-4
1921,M,Hiroshi,73,6.415e-5
1921,M,Kiyoshi,53,4.658e-5
1921,M,Luigi,34,2.988e-5
1921,M,Takashi,33,2.9e-5
1921,M,Henri,30,2.636e-5
1921,M,Takeshi,30,2.636e-5
1921,M,Tadashi,28,2.461e-5
1921,M,Giovanni,22,1.933e-5
1921,M,Malachi,18,1.582e-5
1921,M,Seichi,17,1.494e-5
1921,M,Koichi,16,1.406e-5
1921,M,Kenji,15,1.318e-5
1921,M,Katsumi,13,1.142e-5
1921,M,Masami,13,1.142e-5
1921,M,Masashi,13,1.142e-5
1921,M,Kenichi,12,1.055e-5
1921,M,Masayoshi,11,9.67e-6
1921,M,Satoshi,11,9.67e-6
1921,M,Hisashi,10,8.79e-6
1921,M,Isami,10,8.79e-6
1921,M,Hitoshi,9,7.91e-6
1921,M,Shigeki,9,7.91e-6
1921,M,Junichi,8,7.03e-6
1921,M,Kazumi,8,7.03e-6
1921,M,Masayuki,8,7.03e-6
1921,M,Shinichi,8,7.03e-6
1921,M,Masaichi,7,6.15e-6
1921,M,Shuichi,7,6.15e-6
1921,M,Yoshimi,7,6.15e-6
1921,M,Atsushi,6,5.27e-6
1921,M,Dimitri,6,5.27e-6
1921,M,Kiyomi,6,5.27e-6
1921,M,Lauri,6,5.27e-6
1921,M,Nobuichi,6,5.27e-6
1921,M,Nobuyuki,6,5.27e-6
1921,M,Shigemi,6,5.27e-6
1921,M,Shoichi,6,5.27e-6
1921,M,Antoni,5,4.39e-6
1921,M,Arvi,5,4.39e-6
1921,M,Harumi,5,4.39e-6
1921,M,Hidemi,5,4.39e-6
1921,M,Katsuji,5,4.39e-6
1921,M,Kazuyoshi,5,4.39e-6
1921,M,Masaaki,5,4.39e-6
1921,M,Masaki,5,4.39e-6
1921,M,Mitsugi,5,4.39e-6
1921,M,Mordecai,5,4.39e-6
1921,M,Seiji,5,4.39e-6
1921,M,Seikichi,5,4.39e-6
1921,M,Soichi,5,4.39e-6
1922,F,Naomi,1869,0.00149813
1922,F,Toni,55,4.409e-5
1922,F,Vashti,40,3.206e-5
1922,F,Missouri,35,2.805e-5
1922,F,Mimi,30,2.405e-5
1922,F,Patti,30,2.405e-5
1922,F,Mari,29,2.325e-5
1922,F,Vicki,29,2.325e-5
1922,F,Mitzi,22,1.763e-5
1922,F,Midori,20,1.603e-5
1922,F,Neomi,17,1.363e-5
1922,F,Aili,16,1.283e-5
1922,F,Betti,12,9.62e-6
1922,F,Miyuki,12,9.62e-6
1922,F,Cumi,11,8.82e-6
1922,F,Kimi,11,8.82e-6
1922,F,Helmi,10,8.02e-6
1922,F,Mai,10,8.02e-6
1922,F,Harumi,9,7.21e-6
1922,F,Henri,9,7.21e-6
1922,F,Satsuki,9,7.21e-6
1922,F,Sumi,9,7.21e-6
1922,F,Fumi,8,6.41e-6
1922,F,Jeri,8,6.41e-6
1922,F,Leilani,8,6.41e-6
1922,F,Tomi,8,6.41e-6
1922,F,Trini,8,6.41e-6
1922,F,Lempi,7,5.61e-6
1922,F,Noami,7,5.61e-6
1922,F,Noemi,7,5.61e-6
1922,F,Yuri,7,5.61e-6
1922,F,Elvi,6,4.81e-6
1922,F,Helvi,6,4.81e-6
1922,F,Kiyomi,6,4.81e-6
1922,F,Lilli,6,4.81e-6
1922,F,Lorelei,6,4.81e-6
1922,F,Miami,6,4.81e-6
1922,F,Hatsumi,5,4.01e-6
1922,F,Nani,5,4.01e-6
1922,F,Sachi,5,4.01e-6
1922,F,Sari,5,4.01e-6
1922,F,Taimi,5,4.01e-6
1922,F,Terri,5,4.01e-6
1922,F,Toki,5,4.01e-6
1922,F,Vi,5,4.01e-6
1922,F,Yoshi,5,4.01e-6
1922,M,Eli,275,2.4439e-4
1922,M,Levi,264,2.3461e-4
1922,M,Hiroshi,61,5.421e-5
1922,M,Kiyoshi,56,4.977e-5
1922,M,Luigi,39,3.466e-5
1922,M,Takeshi,38,3.377e-5
1922,M,Tadashi,35,3.11e-5
1922,M,Takashi,35,3.11e-5
1922,M,Kenji,30,2.666e-5
1922,M,Malachi,26,2.311e-5
1922,M,Masami,25,2.222e-5
1922,M,Henri,23,2.044e-5
1922,M,Seichi,21,1.866e-5
1922,M,Katsumi,17,1.511e-5
1922,M,Kenichi,17,1.511e-5
1922,M,Masayuki,17,1.511e-5
1922,M,Giovanni,15,1.333e-5
1922,M,Hisashi,12,1.066e-5
1922,M,Masayoshi,12,1.066e-5
1922,M,Satoshi,12,1.066e-5
1922,M,Masaichi,10,8.89e-6
1922,M,Koichi,9,8e-6
1922,M,Lauri,9,8e-6
1922,M,Mordecai,9,8e-6
1922,M,Shinichi,9,8e-6
1922,M,Kazumi,8,7.11e-6
1922,M,Seiji,8,7.11e-6
1922,M,Shoichi,8,7.11e-6
1922,M,Toshi,8,7.11e-6
1922,M,Yoshiaki,8,7.11e-6
1922,M,Fukuichi,7,6.22e-6
1922,M,Haruyoshi,7,6.22e-6
1922,M,Hidemi,7,6.22e-6
1922,M,Naomi,7,6.22e-6
1922,M,Olavi,7,6.22e-6
1922,M,Tatsumi,7,6.22e-6
1922,M,Toshiaki,7,6.22e-6
1922,M,Toshiyuki,7,6.22e-6
1922,M,Yoichi,7,6.22e-6
1922,M,Hiromi,6,5.33e-6
1922,M,Isami,6,5.33e-6
1922,M,Joji,6,5.33e-6
1922,M,Masaaki,6,5.33e-6
1922,M,Masanori,6,5.33e-6
1922,M,Masashi,6,5.33e-6
1922,M,Nephi,6,5.33e-6
1922,M,Tsuyoshi,6,5.33e-6
1922,M,Verdi,6,5.33e-6
1922,M,Yoshimi,6,5.33e-6
1922,M,Hitoshi,5,4.44e-6
1922,M,Katsuji,5,4.44e-6
1922,M,Koji,5,4.44e-6
1922,M,Leroi,5,4.44e-6
1922,M,Masaji,5,4.44e-6
1922,M,Mitsugi,5,4.44e-6
1922,M,Mitsuyoshi,5,4.44e-6
1922,M,Remi,5,4.44e-6
1922,M,Tai,5,4.44e-6
1922,M,Yoshiyuki,5,4.44e-6
1923,F,Naomi,1902,0.00151861
1923,F,Toni,64,5.11e-5
1923,F,Patti,34,2.715e-5
1923,F,Mimi,31,2.475e-5
1923,F,Mitzi,30,2.395e-5
1923,F,Midori,27,2.156e-5
1923,F,Vicki,26,2.076e-5
1923,F,Neomi,23,1.836e-5
1923,F,Missouri,21,1.677e-5
1923,F,Vashti,19,1.517e-5
1923,F,Mari,16,1.277e-5
1923,F,Fumi,14,1.118e-5
1923,F,Aili,13,1.038e-5
1923,F,Mai,12,9.58e-6
1923,F,Yuri,12,9.58e-6
1923,F,Helvi,11,8.78e-6
1923,F,Fifi,10,7.98e-6
1923,F,Helmi,10,7.98e-6
1923,F,Harumi,9,7.19e-6
1923,F,Betti,8,6.39e-6
1923,F,Henri,8,6.39e-6
1923,F,Noami,8,6.39e-6
1923,F,Trini,8,6.39e-6
1923,F,Cumi,7,5.59e-6
1923,F,Kimi,7,5.59e-6
1923,F,Noemi,7,5.59e-6
1923,F,Yoshimi,7,5.59e-6
1923,F,Leilani,6,4.79e-6
1923,F,Lili,6,4.79e-6
1923,F,Meri,6,4.79e-6
1923,F,Nicki,6,4.79e-6
1923,F,Geri,5,3.99e-6
1923,F,Kiki,5,3.99e-6
1923,F,Lempi,5,3.99e-6
1923,F,Masumi,5,3.99e-6
1923,F,Miyuki,5,3.99e-6
1923,F,Satsuki,5,3.99e-6
1923,F,Sumi,5,3.99e-6
1923,F,Taimi,5,3.99e-6
1923,M,Eli,260,2.2962e-4
1923,M,Levi,233,2.0577e-4
1923,M,Hiroshi,69,6.094e-5
1923,M,Kiyoshi,66,5.829e-5
1923,M,Luigi,39,3.444e-5
1923,M,Takashi,36,3.179e-5
1923,M,Tadashi,33,2.914e-5
1923,M,Henri,28,2.473e-5
1923,M,Katsumi,28,2.473e-5
1923,M,Takeshi,25,2.208e-5
1923,M,Kenji,24,2.12e-5
1923,M,Masami,20,1.766e-5
1923,M,Masayuki,18,1.59e-5
1923,M,Satoshi,18,1.59e-5
1923,M,Malachi,16,1.413e-5
1923,M,Giovanni,12,1.06e-5
1923,M,Koichi,12,1.06e-5
1923,M,Masayoshi,12,1.06e-5
1923,M,Hitoshi,11,9.71e-6
1923,M,Kenichi,11,9.71e-6
1923,M,Seichi,11,9.71e-6
1923,M,Seiji,11,9.71e-6
1923,M,Isami,10,8.83e-6
1923,M,Masaichi,10,8.83e-6
1923,M,Toshiyuki,10,8.83e-6
1923,M,Yoshiaki,10,8.83e-6
1923,M,Shinichi,9,7.95e-6
1923,M,Shoichi,9,7.95e-6
1923,M,Keiji,8,7.07e-6
1923,M,Toshiaki,8,7.07e-6
1923,M,Masanori,7,6.18e-6
1923,M,Masashi,7,6.18e-6
1923,M,Atsushi,6,5.3e-6
1923,M,Kazumi,6,5.3e-6
1923,M,Mitsugi,6,5.3e-6
1923,M,Tsuyoshi,6,5.3e-6
1923,M,Antoni,5,4.42e-6
1923,M,Kazuyuki,5,4.42e-6
1923,M,Kiichi,5,4.42e-6
1923,M,Masaaki,5,4.42e-6
1923,M,Masaji,5,4.42e-6
1923,M,Naomi,5,4.42e-6
1923,M,Nobuichi,5,4.42e-6
1923,M,Remi,5,4.42e-6
1923,M,Seiichi,5,4.42e-6
1923,M,Shuichi,5,4.42e-6
1923,M,Yoshi,5,4.42e-6
1923,M,Yoshimi,5,4.42e-6
1924,F,Naomi,1981,0.0015289
1924,F,Toni,64,4.939e-5
1924,F,Patti,45,3.473e-5
1924,F,Mitzi,40,3.087e-5
1924,F,Missouri,34,2.624e-5
1924,F,Mimi,29,2.238e-5
1924,F,Vashti,29,2.238e-5
1924,F,Mari,28,2.161e-5
1924,F,Neomi,24,1.852e-5
1924,F,Vicki,22,1.698e-5
1924,F,Midori,19,1.466e-5
1924,F,Miyuki,14,1.08e-5
1924,F,Fumi,13,1.003e-5
1924,F,Jeri,13,1.003e-5
1924,F,Noami,13,1.003e-5
1924,F,Noemi,11,8.49e-6
1924,F,Helvi,10,7.72e-6
1924,F,Henri,10,7.72e-6
1924,F,Mai,10,7.72e-6
1924,F,Kimi,9,6.95e-6
1924,F,Leilani,9,6.95e-6
1924,F,Sumi,9,6.95e-6
1924,F,Emi,8,6.17e-6
1924,F,Hatsumi,8,6.17e-6
1924,F,Kiyomi,8,6.17e-6
1924,F,Lempi,8,6.17e-6
1924,F,Aili,7,5.4e-6
1924,F,Betti,7,5.4e-6
1924,F,Harumi,7,5.4e-6
1924,F,Jerri,7,5.4e-6
1924,F,Meri,7,5.4e-6
1924,F,Elvi,6,4.63e-6
1924,F,Helmi,6,4.63e-6
1924,F,Lori,6,4.63e-6
1924,F,Satsuki,6,4.63e-6
1924,F,Sherri,6,4.63e-6
1924,F,Yoshi,6,4.63e-6
1924,F,Lani,5,3.86e-6
1924,F,Michi,5,3.86e-6
1924,F,Terri,5,3.86e-6
1924,F,Tomi,5,3.86e-6
1924,F,Vasiliki,5,3.86e-6
1924,F,Yuri,5,3.86e-6
1924,M,Eli,247,2.1128e-4
1924,M,Levi,230,1.9674e-4
1924,M,Hiroshi,81,6.929e-5
1924,M,Kiyoshi,56,4.79e-5
1924,M,Takeshi,42,3.593e-5
1924,M,Luigi,33,2.823e-5
1924,M,Henri,32,2.737e-5
1924,M,Takashi,32,2.737e-5
1924,M,Tadashi,31,2.652e-5
1924,M,Kenji,20,1.711e-5
1924,M,Malachi,20,1.711e-5
1924,M,Masami,17,1.454e-5
1924,M,Giovanni,14,1.198e-5
1924,M,Masaichi,14,1.198e-5
1924,M,Naomi,14,1.198e-5
1924,M,Katsumi,13,1.112e-5
1924,M,Masashi,13,1.112e-5
1924,M,Satoshi,12,1.026e-5
1924,M,Atsushi,11,9.41e-6
1924,M,Hisashi,11,9.41e-6
1924,M,Kenichi,11,9.41e-6
1924,M,Koichi,11,9.41e-6
1924,M,Lauri,11,9.41e-6
1924,M,Seiji,11,9.41e-6
1924,M,Seichi,10,8.55e-6
1924,M,Yoshiyuki,10,8.55e-6
1924,M,Hitoshi,9,7.7e-6
1924,M,Masayoshi,8,6.84e-6
1924,M,Nobuyuki,8,6.84e-6
1924,M,Shoji,8,6.84e-6
1924,M,Isami,7,5.99e-6
1924,M,Mitsugi,7,5.99e-6
1924,M,Mordecai,7,5.99e-6
1924,M,Shoichi,7,5.99e-6
1924,M,Toshiyuki,7,5.99e-6
1924,M,Yoshimi,7,5.99e-6
1924,M,Harumi,6,5.13e-6
1924,M,Kanji,6,5.13e-6
1924,M,Seiichi,6,5.13e-6
1924,M,Yoshinori,6,5.13e-6
1924,M,Adlai,5,4.28e-6
1924,M,Ali,5,4.28e-6
1924,M,Hiroyuki,5,4.28e-6
1924,M,Junichi,5,4.28e-6
1924,M,Katsuji,5,4.28e-6
1924,M,Keiji,5,4.28e-6
1924,M,Masaki,5,4.28e-6
1924,M,Masanori,5,4.28e-6
1924,M,Masayuki,5,4.28e-6
1924,M,Olavi,5,4.28e-6
1924,M,Shinichi,5,4.28e-6
1924,M,Shuichi,5,4.28e-6
1924,M,Tai,5,4.28e-6
1924,M,Takumi,5,4.28e-6
1924,M,Toni,5,4.28e-6
1924,M,Toshiaki,5,4.28e-6
1924,M,Tsuyoshi,5,4.28e-6
1925,F,Naomi,1768,0.00139976
1925,F,Toni,69,5.463e-5
1925,F,Patti,58,4.592e-5
1925,F,Mitzi,46,3.642e-5
1925,F,Mimi,40,3.167e-5
1925,F,Missouri,29,2.296e-5
1925,F,Vashti,28,2.217e-5
1925,F,Mari,20,1.583e-5
1925,F,Noami,20,1.583e-5
1925,F,Midori,18,1.425e-5
1925,F,Henri,17,1.346e-5
1925,F,Neomi,17,1.346e-5
1925,F,Vicki,17,1.346e-5
1925,F,Mai,14,1.108e-5
1925,F,Noemi,12,9.5e-6
1925,F,Betti,11,8.71e-6
1925,F,Fumi,11,8.71e-6
1925,F,Helvi,11,8.71e-6
1925,F,Miyuki,11,8.71e-6
1925,F,Jeri,10,7.92e-6
1925,F,Leilani,10,7.92e-6
1925,F,Tomi,10,7.92e-6
1925,F,Emi,9,7.13e-6
1925,F,Harumi,9,7.13e-6
1925,F,Helmi,9,7.13e-6
1925,F,Kimi,9,7.13e-6
1925,F,Fifi,8,6.33e-6
1925,F,Jerri,8,6.33e-6
1925,F,Kiki,8,6.33e-6
1925,F,Lempi,8,6.33e-6
1925,F,Nikki,8,6.33e-6
1925,F,Sumi,8,6.33e-6
1925,F,Terri,8,6.33e-6
1925,F,Trini,8,6.33e-6
1925,F,Aili,7,5.54e-6
1925,F,Cheri,7,5.54e-6
1925,F,Lorelei,7,5.54e-6
1925,F,Satsuki,7,5.54e-6
1925,F,Yuki,7,5.54e-6
1925,F,Hatsumi,6,4.75e-6
1925,F,Taimi,6,4.75e-6
1925,F,Toshi,6,4.75e-6
1925,F,Yayoi,6,4.75e-6
1925,F,Cumi,5,3.96e-6
1925,F,Gerri,5,3.96e-6
1925,F,Kazumi,5,3.96e-6
1925,F,Lori,5,3.96e-6
1925,M,Eli,291,2.5273e-4
1925,M,Levi,232,2.0149e-4
1925,M,Hiroshi,76,6.6e-5
1925,M,Kiyoshi,60,5.211e-5
1925,M,Takashi,42,3.648e-5
1925,M,Takeshi,32,2.779e-5
1925,M,Luigi,30,2.605e-5
1925,M,Henri,29,2.519e-5
1925,M,Kenji,29,2.519e-5
1925,M,Tadashi,23,1.997e-5
1925,M,Malachi,22,1.911e-5
1925,M,Katsumi,21,1.824e-5
1925,M,Kenichi,20,1.737e-5
1925,M,Masami,19,1.65e-5
1925,M,Giovanni,13,1.129e-5
1925,M,Satoshi,13,1.129e-5
1925,M,Hisashi,12,1.042e-5
1925,M,Hitoshi,12,1.042e-5
1925,M,Seiji,12,1.042e-5
1925,M,Yoshiaki,12,1.042e-5
1925,M,Naomi,11,9.55e-6
1925,M,Masayuki,9,7.82e-6
1925,M,Mordecai,9,7.82e-6
1925,M,Seichi,9,7.82e-6
1925,M,Toshiaki,9,7.82e-6
1925,M,Kazumi,8,6.95e-6
1925,M,Lauri,8,6.95e-6
1925,M,Toshiyuki,8,6.95e-6
1925,M,Yoshinori,8,6.95e-6
1925,M,Carmi,7,6.08e-6
1925,M,Kei,7,6.08e-6
1925,M,Masaji,7,6.08e-6
1925,M,Mitsugi,7,6.08e-6
1925,M,Seiichi,7,6.08e-6
1925,M,Shoichi,7,6.08e-6
1925,M,Trini,7,6.08e-6
1925,M,Isami,6,5.21e-6
1925,M,Junichi,6,5.21e-6
1925,M,Kazuyoshi,6,5.21e-6
1925,M,Koichi,6,5.21e-6
1925,M,Masanori,6,5.21e-6
1925,M,Nephi,6,5.21e-6
1925,M,Seikichi,6,5.21e-6
1925,M,Sergei,6,5.21e-6
1925,M,Shinichi,6,5.21e-6
1925,M,Toshi,6,5.21e-6
1925,M,Adlai,5,4.34e-6
1925,M,Eiichi,5,4.34e-6
1925,M,Kazuyuki,5,4.34e-6
1925,M,Koji,5,4.34e-6
1925,M,Masaichi,5,4.34e-6
1925,M,Santi,5,4.34e-6
1925,M,Yoshimi,5,4.34e-6
1926,F,Naomi,1758,0.00142909
1926,F,Toni,80,6.503e-5
1926,F,Patti,50,4.065e-5
1926,F,Mitzi,47,3.821e-5
1926,F,Mari,25,2.032e-5
1926,F,Missouri,24,1.951e-5
1926,F,Vicki,23,1.87e-5
1926,F,Mimi,22,1.788e-5
1926,F,Neomi,20,1.626e-5
1926,F,Midori,17,1.382e-5
1926,F,Lorelei,16,1.301e-5
1926,F,Fumi,15,1.219e-5
1926,F,Vashti,15,1.219e-5
1926,F,Mai,13,1.057e-5
1926,F,Noemi,12,9.75e-6
1926,F,Harumi,11,8.94e-6
1926,F,Helmi,11,8.94e-6
1926,F,Henri,11,8.94e-6
1926,F,Betti,10,8.13e-6
1926,F,Fifi,10,8.13e-6
1926,F,Helvi,10,8.13e-6
1926,F,Jeri,10,8.13e-6
1926,F,Miyuki,8,6.5e-6
1926,F,Nikki,8,6.5e-6
1926,F,Satsuki,8,6.5e-6
1926,F,Sumi,8,6.5e-6
1926,F,Emi,7,5.69e-6
1926,F,Jerri,7,5.69e-6
1926,F,Juli,7,5.69e-6
1926,F,Kiki,7,5.69e-6
1926,F,Lempi,7,5.69e-6
